Identificador,Sexo,Edad,Carnet,Zona,AntiguedadVehiculo,SiniestroAnterior,PrimaMensualActual,AntiguedadCliente
416103,Female,77,1,Noreste,3,Sí,214.96,11
416104,Desconocido,Desconocido,1,Centro,1,No,196.48,23
416105,Male,24,1,Noreste,1,No,254.79,17
416106,Male,60,1,Centro,2,No,161.7,14
416107,Male,51,1,Centro,3,Sí,30,22
416108,Female,27,1,Centro,1,Sí,30,7
416109,Male,32,1,Suroeste,1,No,217.1,18
416110,Female,21,1,Centro,0,Sí,196.07,14
416111,Male,34,1,Centro,3,No,30,8
416112,Desconocido,Desconocido,1,Noreste,1,No,153.17,23
416113,Female,49,1,Suroeste,3,No,145.16,11
416114,Female,59,1,Centro,8,Sí,192.18,25
416115,Female,22,1,Centro,0,No,182.68,25
416116,Male,39,1,Suroeste,3,Sí,325.66,4
416117,Male,61,1,Noreste,4,Sí,209.87,10
416118,Male,30,1,Noreste,1,Sí,795.12,8
416119,Female,32,1,Suroeste,0,No,184.46,5
416120,Male,24,1,Centro,0,No,160,15
416121,Female,21,1,Norte,1,Sí,30,21
416122,Female,72,1,Noreste,2,No,186.02,13
416123,Male,21,1,Suroeste,1,Sí,207.59,23
416124,Male,35,1,Suroeste,2,Sí,139.94,22
416125,Female,32,1,Noreste,1,No,30,12
416126,Male,27,1,Centro,3,Sí,172.21,6
416127,Female,62,1,Noreste,5,Sí,30,24
416128,Female,46,1,Norte,4,No,30,1
416129,Female,43,1,Noreste,3,Sí,30,25
416130,Male,64,1,Centro,6,Sí,278.61,14
416131,Male,24,1,Noreste,0,No,145.25,15
416132,Female,62,1,Suroeste,3,No,154.52,2
416133,Male,28,1,Noreste,1,Sí,159.41,6
416134,Desconocido,Desconocido,1,Centro,4,No,404.44,13
416135,Female,29,1,Suroeste,0,No,153.75,2
416136,Female,28,1,Suroeste,1,No,144.34,9
416137,Female,66,1,Noreste,3,No,192.72,17
416138,Male,78,1,Suroeste,2,Sí,167.59,24
416139,Female,22,1,Norte,1,No,114.01,11
416140,Male,21,1,Suroeste,4,Sí,30,19
416141,Female,48,1,Centro,3,No,250.31,3
416142,Female,24,1,Centro,1,No,159.57,24
416143,Female,35,1,Suroeste,4,No,148.65,20
416144,Female,42,1,Suroeste,2,Sí,247.99,11
416145,Male,23,1,Norte,3,Sí,152.48,13
416146,Male,36,1,Centro,2,Sí,197.34,13
416147,Female,27,1,Noreste,0,Sí,30,20
416148,Female,39,1,Noreste,3,No,187.22,9
416149,Male,59,1,Noreste,2,No,181.24,17
416150,Female,58,1,Suroeste,4,Sí,30,4
416151,Male,27,1,Centro,1,No,217.87,15
416152,Female,22,1,Noreste,1,No,214.52,16
416153,Male,25,1,Noreste,0,No,242.91,15
416154,Female,26,1,Norte,0,No,192.24,17
416155,Female,22,1,Suroeste,1,Sí,332.4,10
416156,Male,47,1,Suroeste,2,No,154.26,18
416157,Female,36,1,Centro,3,No,168.28,12
416158,Male,24,1,Centro,0,Sí,150.2,18
416159,Female,37,1,Norte,3,No,30,5
416160,Male,23,1,Centro,0,No,286.48,14
416161,Female,29,1,Centro,1,No,202.9,7
416162,Desconocido,Desconocido,1,Suroeste,1,No,371.53,19
416163,Male,23,1,Suroeste,1,Sí,164.65,6
416164,Male,30,1,Centro,3,Sí,30,6
416165,Female,23,1,Centro,0,Sí,30,11
416166,Male,46,1,Centro,3,Sí,351.11,7
416167,Male,62,1,Centro,2,Sí,481.45,15
416168,Female,42,1,Centro,3,Sí,260.43,16
416169,Male,23,1,Suroeste,1,No,179.74,16
416170,Male,57,1,Suroeste,3,No,157.36,21
416171,Male,33,1,Norte,2,No,30,5
416172,Female,24,1,Suroeste,0,No,166.73,21
416173,Male,75,1,Centro,2,Sí,30,4
416174,Male,29,1,Suroeste,1,Sí,154.37,10
416175,Female,25,1,Centro,1,No,140.1,24
416176,Male,60,1,Noreste,4,Sí,252.43,22
416177,Desconocido,Desconocido,1,Noreste,4,No,400.69,3
416178,Female,41,1,Centro,3,Sí,237.38,18
416179,Female,43,1,Suroeste,3,Sí,136.46,25
416180,Male,41,1,Noreste,2,Sí,250.48,13
416181,Male,29,1,Suroeste,2,Sí,361.17,13
416182,Female,32,1,Suroeste,1,Sí,193.31,17
416183,Male,56,1,Suroeste,2,Sí,189.36,18
416184,Female,28,1,Noreste,0,No,30,25
416185,Male,43,1,Centro,2,No,321.84,15
416186,Male,24,1,Suroeste,0,No,196.42,20
416187,Male,28,1,Centro,0,No,138.96,21
416188,Male,77,1,Suroeste,4,No,122.96,20
416189,Female,25,1,Centro,1,No,30,11
416190,Desconocido,Desconocido,1,Centro,4,Sí,217.72,1
416191,Male,24,1,Noreste,0,No,191.44,25
416192,Female,28,1,Norte,1,No,118.5,15
416193,Female,64,1,Centro,3,Sí,160.46,4
416194,Male,25,1,Suroeste,1,No,30,22
416195,Female,42,1,Centro,2,Sí,154.72,17
416196,Male,23,1,Noreste,1,Sí,284.28,24
416197,Female,22,1,Noreste,0,Sí,229.83,14
416198,Male,38,1,Norte,2,No,122.6,7
416199,Female,61,1,Centro,4,Sí,30,4
416200,Female,29,1,Norte,1,No,174.11,16
416201,Male,31,1,Centro,4,Sí,240.86,8
416202,Male,23,1,Suroeste,1,No,257.18,21
416203,Female,24,1,Noreste,0,No,243.11,18
416204,Female,23,1,Noreste,0,No,238.46,7
416205,Desconocido,25,1,Noreste,1,No,310.48,4
416206,Male,50,1,Suroeste,4,Sí,285.12,11
416207,Male,36,1,Noreste,4,No,176.01,21
416208,Male,43,1,Centro,3,Sí,232.98,4
416209,Male,30,1,Noreste,0,No,176.93,10
416210,Female,23,1,Centro,1,No,30,21
416211,Male,71,1,Suroeste,3,No,30,4
416212,Female,24,1,Centro,1,No,220.9,25
416213,Male,21,1,Suroeste,1,No,30,25
416214,Male,23,1,Centro,1,Sí,198.85,11
416215,Female,24,1,Suroeste,1,No,151.33,8
416216,Male,54,1,Noreste,2,Sí,134.68,14
416217,Male,55,1,Suroeste,2,Sí,30,18
416218,Female,66,1,Suroeste,4,Sí,271.48,6
416219,Female,25,1,Centro,1,No,198.75,19
416220,Male,52,1,Noreste,2,Sí,232.33,18
416221,Male,69,1,Suroeste,2,Sí,194.52,14
416222,Female,27,1,Noreste,1,No,220.23,12
416223,Male,23,1,Suroeste,0,No,199.07,8
416224,Male,59,1,Centro,2,No,360.8,12
416225,Female,43,1,Centro,3,No,285.72,16
416226,Female,32,1,Suroeste,1,No,170.25,10
416227,Female,68,1,Centro,4,Sí,175.29,24
416228,Desconocido,Desconocido,1,Centro,4,Sí,311.5,4
416229,Male,25,1,Centro,2,Sí,324.34,5
416230,Male,39,1,Suroeste,2,Sí,195.13,5
416231,Female,23,1,Norte,0,Sí,30,21
416232,Female,22,1,Noreste,1,Sí,190.59,22
416233,Female,42,1,Noreste,3,No,181.86,6
416234,Male,26,1,Suroeste,0,No,134.14,12
416235,Male,65,1,Norte,2,No,30,23
416236,Male,57,1,Suroeste,4,Sí,314.61,22
416237,Male,63,1,Centro,5,Sí,350.3,3
416238,Female,22,1,Centro,1,No,233.26,22
416239,Male,62,1,Suroeste,2,No,288.14,8
416240,Female,24,1,Noreste,1,No,163.78,22
416241,Male,57,1,Centro,3,Sí,244.97,4
416242,Female,24,1,Noreste,1,No,120.01,2
416243,Female,20,1,Norte,0,Sí,30,2
416244,Male,25,1,Noreste,0,No,281.15,13
416245,Male,21,1,Norte,0,No,166.36,21
416246,Male,58,1,Noreste,2,Sí,30,9
416247,Male,71,1,Norte,3,No,30,18
416248,Female,44,1,Centro,4,No,244.48,15
416249,Male,40,1,Suroeste,3,Sí,225.09,5
416250,Male,33,1,Noreste,0,No,125.32,2
416251,Male,76,1,Centro,3,No,244.28,6
416252,Female,22,1,Norte,1,Sí,191.46,17
416253,Male,34,1,Suroeste,2,No,184.43,15
416254,Female,20,1,Noreste,0,Sí,204.85,25
416255,Male,57,1,Centro,4,Sí,382.38,10
416256,Female,55,1,Centro,3,No,218.75,18
416257,Female,25,1,Noreste,1,No,319.37,14
416258,Female,27,1,Noreste,0,No,138.42,8
416259,Male,55,1,Centro,3,No,30,7
416260,Male,57,1,Centro,8,Sí,423.98,15
416261,Desconocido,Desconocido,1,Centro,4,No,297.35,23
416262,Male,39,1,Suroeste,3,No,249.84,7
416263,Female,39,1,Suroeste,2,Sí,203.63,13
416264,Male,43,1,Centro,6,Sí,380.86,7
416265,Female,26,1,Centro,0,No,30,16
416266,Female,52,1,Noreste,3,Sí,30,17
416267,Female,36,1,Suroeste,2,No,214.59,6
416268,Female,23,1,Noreste,0,Sí,233.16,22
416269,Male,48,1,Suroeste,3,No,307.17,5
416270,Female,24,1,Noreste,1,No,336.3,10
416271,Female,53,1,Suroeste,3,No,265.8,12
416272,Male,50,1,Suroeste,3,No,30,25
416273,Female,50,1,Suroeste,3,Sí,220.85,10
416274,Male,63,1,Noreste,3,No,30,24
416275,Female,24,1,Centro,0,No,407.13,2
416276,Male,45,1,Centro,2,No,150.73,18
416277,Male,70,1,Suroeste,4,No,206.05,17
416278,Female,21,1,Norte,0,No,168.66,1
416279,Female,24,1,Centro,0,No,167.63,21
416280,Male,74,1,Noreste,2,No,30,15
416281,Female,23,1,Noreste,0,No,151.5,13
416282,Female,22,1,Centro,1,Sí,129.64,8
416283,Male,21,1,Noreste,0,No,220.87,7
416284,Male,68,1,Centro,5,Sí,285.12,21
416285,Male,32,1,Suroeste,0,Sí,429.94,4
416286,Male,38,1,Noreste,4,No,174.37,20
416287,Male,31,1,Centro,0,Sí,733.83,9
416288,Desconocido,23,1,Suroeste,1,No,305.01,16
416289,Male,39,1,Centro,3,Sí,209.95,19
416290,Female,24,1,Centro,1,No,142.12,14
416291,Male,24,1,Centro,1,No,473.25,6
416292,Desconocido,Desconocido,1,Norte,4,Sí,30,8
416293,Female,22,1,Centro,1,Sí,208.87,7
416294,Desconocido,Desconocido,1,Noreste,4,Sí,212.23,13
416295,Male,41,1,Centro,4,Sí,244.14,18
416296,Female,24,1,Suroeste,0,No,204.13,13
416297,Male,47,1,Centro,2,Sí,217.22,10
416298,Female,25,1,Suroeste,1,No,167.22,13
416299,Male,44,1,Noreste,4,No,187.37,18
416300,Male,41,1,Suroeste,2,Sí,169.16,24
416301,Male,72,1,Noreste,4,No,315.66,18
416302,Female,27,1,Norte,1,No,106.31,7
416303,Male,57,1,Suroeste,2,Sí,203.4,14
416304,Female,30,1,Centro,1,Sí,240.29,24
416305,Female,20,1,Centro,4,Sí,315.87,15
416306,Female,22,1,Suroeste,0,No,191.65,17
416307,Female,30,1,Suroeste,0,No,30,16
416308,Male,32,1,Centro,0,No,181.75,10
416309,Male,22,1,Norte,1,Sí,213.23,23
416310,Female,21,1,Norte,0,Sí,30,7
416311,Male,32,1,Centro,0,No,233.34,13
416312,Female,29,1,Centro,1,No,119.6,13
416313,Male,26,1,Centro,1,Sí,264.15,5
416314,Female,61,1,Centro,3,Sí,258.73,8
416315,Female,27,1,Norte,0,No,30,12
416316,Female,53,1,Suroeste,4,Sí,30,7
416317,Male,41,1,Centro,2,Sí,162.5,2
416318,Desconocido,Desconocido,1,Centro,4,No,30,25
416319,Female,23,1,Suroeste,0,No,166.38,4
416320,Desconocido,Desconocido,1,Centro,9+,Sí,348.01,20
416321,Female,35,1,Norte,4,Sí,148.27,12
416322,Female,28,1,Suroeste,1,No,213.84,23
416323,Male,38,1,Norte,2,Sí,258.05,25
416324,Female,27,1,Centro,0,No,190.32,8
416325,Female,35,1,Centro,3,No,237.1,17
416326,Female,46,1,Centro,2,No,272.76,16
416327,Male,65,1,Centro,2,Sí,369.29,19
416328,Male,39,1,Centro,4,Sí,162.4,11
416329,Male,38,1,Centro,3,No,177.45,21
416330,Male,66,0,Norte,3,Sí,30,1
416331,Male,23,1,Norte,1,Sí,228.02,7
416332,Desconocido,Desconocido,1,Centro,4,Sí,256.54,5
416333,Male,43,1,Norte,2,Sí,30,24
416334,Male,41,1,Centro,2,No,30,14
416335,Female,34,1,Norte,4,No,30,9
416336,Male,42,1,Norte,4,Sí,30,2
416337,Female,44,1,Noreste,3,Sí,322.92,19
416338,Male,56,1,Noreste,4,No,30,22
416339,Male,74,1,Noreste,3,Sí,30,12
416340,Male,27,1,Noreste,0,No,177.31,17
416341,Female,25,1,Norte,1,No,172.31,10
416342,Male,41,1,Centro,4,Sí,30,25
416343,Male,41,1,Suroeste,2,Sí,129.08,3
416344,Male,22,1,Centro,0,No,231.54,13
416345,Male,62,1,Noreste,2,Sí,223.45,4
416346,Male,72,1,Centro,5,Sí,358.75,3
416347,Female,20,1,Noreste,0,Sí,186.51,23
416348,Female,34,1,Centro,4,Sí,30,2
416349,Male,39,1,Suroeste,4,Sí,174.38,5
416350,Desconocido,Desconocido,1,Noreste,4,Sí,30,13
416351,Female,64,1,Centro,4,Sí,324.85,10
416352,Female,25,1,Suroeste,1,Sí,170.83,8
416353,Male,31,1,Noreste,1,No,218.86,2
416354,Male,49,1,Centro,3,Sí,30,23
416355,Male,26,1,Noreste,0,No,315.61,2
416356,Female,43,1,Centro,2,No,172.48,18
416357,Female,26,1,Centro,1,No,186.52,1
416358,Female,24,1,Norte,1,Sí,164,5
416359,Male,24,1,Noreste,1,Sí,262.09,5
416360,Male,46,1,Centro,3,Sí,181.35,21
416361,Male,35,1,Norte,4,No,30,3
416362,Male,21,1,Suroeste,1,No,182.17,9
416363,Male,44,1,Centro,3,No,204.21,3
416364,Female,29,1,Suroeste,0,Sí,174.16,22
416365,Desconocido,Desconocido,1,Centro,4,No,171.61,25
416366,Female,32,1,Norte,0,Sí,30,16
416367,Male,47,1,Noreste,2,No,145.76,11
416368,Female,21,1,Norte,1,Sí,259.08,8
416369,Male,43,1,Noreste,3,Sí,200.26,10
416370,Male,24,1,Noreste,0,No,30,13
416371,Male,53,1,Suroeste,3,No,174.85,18
416372,Male,22,1,Noreste,0,No,143,23
416373,Male,65,1,Centro,3,No,317.92,19
416374,Female,23,1,Centro,1,Sí,30,4
416375,Male,24,1,Suroeste,1,No,121.19,19
416376,Male,21,1,Suroeste,0,Sí,120.84,10
416377,Female,26,1,Centro,1,Sí,30,10
416378,Female,22,1,Noreste,0,No,192.79,19
416379,Female,36,1,Centro,3,No,109.85,9
416380,Male,45,1,Noreste,3,No,300.39,13
416381,Male,34,1,Norte,4,Sí,30,20
416382,Female,23,1,Norte,1,No,275.28,23
416383,Male,50,1,Suroeste,2,Sí,227.2,21
416384,Male,44,1,Centro,2,Sí,174.75,24
416385,Female,25,1,Norte,1,No,385.95,22
416386,Female,22,1,Noreste,1,No,202.19,20
416387,Female,39,1,Centro,4,Sí,258,20
416388,Female,73,1,Centro,4,Sí,219,4
416389,Female,22,1,Noreste,1,No,221.4,9
416390,Male,26,1,Suroeste,1,No,191.77,20
416391,Female,34,1,Noreste,4,Sí,331.88,7
416392,Female,53,1,Noreste,4,Sí,340.17,9
416393,Male,32,1,Noreste,1,Sí,280.97,23
416394,Female,27,1,Suroeste,1,No,181.43,2
416395,Male,25,1,Noreste,0,No,30,5
416396,Desconocido,Desconocido,1,Centro,4,Sí,315.59,3
416397,Male,24,1,Norte,0,No,153.01,5
416398,Female,22,1,Centro,0,No,201.86,4
416399,Female,46,1,Noreste,2,Sí,226.15,25
416400,Female,35,1,Norte,2,Sí,236.71,16
416401,Male,46,1,Centro,4,Sí,260.05,5
416402,Male,31,1,Suroeste,0,No,30,1
416403,Male,64,1,Norte,3,Sí,30,25
416404,Female,20,1,Suroeste,1,No,30,3
416405,Female,23,1,Centro,1,Sí,219.53,5
416406,Male,50,1,Centro,3,No,247.72,9
416407,Female,43,1,Norte,4,No,210.6,17
416408,Female,24,1,Suroeste,1,No,182.81,5
416409,Male,23,1,Centro,0,Sí,320.77,18
416410,Female,24,1,Suroeste,0,No,208.13,15
416411,Male,69,1,Norte,3,Sí,156.45,8
416412,Female,44,1,Norte,2,Sí,153.27,8
416413,Female,26,1,Centro,0,No,255.29,5
416414,Male,29,1,Centro,0,Sí,219.05,9
416415,Desconocido,Desconocido,1,Centro,4,Sí,145.36,8
416416,Male,22,1,Norte,1,Sí,273.48,4
416417,Desconocido,Desconocido,1,Centro,1,No,167.24,11
416418,Male,24,1,Norte,0,Sí,216.3,24
416419,Female,24,1,Centro,0,No,30,5
416420,Male,23,1,Suroeste,1,No,308.43,25
416421,Female,21,1,Centro,0,No,125.8,16
416422,Male,52,1,Centro,2,Sí,357.98,18
416423,Female,29,1,Centro,1,No,262.27,23
416424,Female,52,1,Noreste,3,No,225.07,23
416425,Female,25,1,Norte,0,No,30,18
416426,Male,70,1,Noreste,2,No,232.67,12
416427,Female,24,1,Centro,0,No,231.13,10
416428,Male,21,1,Noreste,1,Sí,228.85,11
416429,Male,63,1,Centro,2,Sí,326.69,2
416430,Female,45,1,Centro,3,Sí,400.26,4
416431,Male,41,1,Centro,3,Sí,30,9
416432,Female,22,1,Suroeste,0,No,264.32,14
416433,Female,21,1,Noreste,0,No,175.44,12
416434,Female,46,1,Centro,3,No,151.32,7
416435,Male,25,1,Centro,4,Sí,30,16
416436,Male,61,1,Noreste,4,Sí,149.18,4
416437,Male,36,1,Centro,2,Sí,30,7
416438,Female,21,1,Suroeste,1,No,199.21,11
416439,Female,20,1,Norte,0,Sí,30,25
416440,Female,35,1,Norte,4,Sí,207.44,16
416441,Male,28,1,Suroeste,0,No,149.64,5
416442,Female,62,1,Centro,2,Sí,595.97,12
416443,Male,25,1,Centro,0,No,210.09,14
416444,Desconocido,Desconocido,1,Suroeste,4,No,30,1
416445,Male,21,1,Centro,1,Sí,181.6,24
416446,Male,42,1,Centro,4,Sí,187.18,11
416447,Desconocido,Desconocido,1,Centro,4,No,245.35,5
416448,Male,49,1,Suroeste,3,Sí,262.84,20
416449,Male,31,1,Suroeste,3,No,201.11,3
416450,Male,27,1,Noreste,1,No,265.4,17
416451,Male,70,1,Norte,8,Sí,30,3
416452,Male,60,1,Suroeste,2,Sí,340.45,16
416453,Male,24,1,Norte,0,Sí,184.78,19
416454,Desconocido,34,1,Centro,4,No,436.21,12
416455,Male,26,1,Centro,0,No,359.23,6
416456,Female,49,1,Noreste,2,Sí,210.28,19
416457,Male,25,1,Norte,2,No,30,6
416458,Desconocido,Desconocido,1,Suroeste,4,No,171.68,11
416459,Male,49,1,Centro,3,No,147.34,14
416460,Male,24,1,Noreste,2,No,136.33,6
416461,Male,21,1,Suroeste,0,No,156.74,4
416462,Male,38,1,Centro,3,No,228.14,15
416463,Desconocido,Desconocido,1,Suroeste,4,Sí,195.04,24
416464,Male,25,1,Suroeste,1,No,163.84,4
416465,Male,29,1,Suroeste,0,No,173.59,5
416466,Female,44,1,Centro,2,Sí,223.8,23
416467,Male,44,1,Centro,6,Sí,237.81,8
416468,Male,34,1,Centro,2,Sí,231.57,7
416469,Male,21,1,Centro,1,Sí,342.88,23
416470,Female,59,1,Centro,3,No,233.49,23
416471,Male,33,1,Centro,3,No,227.91,7
416472,Male,22,1,Centro,0,Sí,30,9
416473,Female,23,1,Suroeste,1,Sí,184.12,15
416474,Male,61,1,Suroeste,3,No,249.42,10
416475,Male,63,1,Centro,4,No,30,18
416476,Male,22,1,Centro,1,No,90.76,22
416477,Male,61,1,Centro,3,Sí,291.61,24
416478,Female,24,1,Suroeste,1,No,159.49,12
416479,Male,48,1,Noreste,3,No,260.98,24
416480,Female,20,1,Noreste,0,No,299.02,5
416481,Female,22,1,Noreste,0,Sí,221.42,14
416482,Female,24,1,Suroeste,0,No,169.6,3
416483,Male,37,1,Noreste,2,No,279.58,2
416484,Female,49,0,Noreste,2,Sí,248.1,6
416485,Male,74,1,Centro,9+,Sí,236.69,25
416486,Male,49,1,Noreste,2,Sí,367.34,1
416487,Female,25,1,Noreste,0,No,185.32,15
416488,Male,56,1,Centro,4,No,30,15
416489,Male,41,1,Centro,2,Sí,208.13,23
416490,Female,24,1,Norte,0,Sí,162.66,23
416491,Male,32,1,Noreste,2,No,30,9
416492,Female,21,1,Noreste,1,No,327.51,20
416493,Female,24,1,Noreste,0,No,219.47,12
416494,Male,53,1,Norte,3,Sí,179.06,15
416495,Male,24,1,Norte,0,No,197.19,18
416496,Female,25,1,Suroeste,1,No,175.85,13
416497,Male,32,1,Norte,1,No,319.32,3
416498,Male,20,1,Noreste,0,No,215.68,2
416499,Female,50,1,Centro,6,Sí,359.79,6
416500,Male,59,1,Noreste,3,No,30,18
416501,Female,22,1,Centro,1,Sí,216.58,19
416502,Male,33,1,Norte,4,Sí,30,7
416503,Male,23,1,Centro,0,Sí,139.85,18
416504,Female,69,1,Suroeste,4,No,30,22
416505,Female,21,1,Suroeste,0,Sí,30,5
416506,Male,21,1,Suroeste,1,No,201.68,18
416507,Male,47,1,Centro,3,Sí,248.93,15
416508,Desconocido,Desconocido,1,Centro,1,Sí,339.71,12
416509,Female,36,1,Suroeste,4,No,192.06,11
416510,Desconocido,Desconocido,1,Centro,4,Sí,209.16,2
416511,Female,24,1,Norte,1,No,169.26,21
416512,Male,21,1,Suroeste,0,Sí,134.01,8
416513,Female,27,1,Noreste,0,No,217.67,24
416514,Male,34,1,Norte,2,No,257.7,20
416515,Male,23,1,Centro,1,No,287.9,9
416516,Female,23,1,Norte,0,Sí,179.37,15
416517,Male,26,1,Centro,0,No,30,20
416518,Male,39,1,Centro,2,Sí,170.41,13
416519,Male,22,1,Suroeste,0,No,121.46,7
416520,Female,25,1,Norte,1,No,148.7,13
416521,Male,79,1,Norte,2,No,30,17
416522,Female,21,1,Centro,0,Sí,128.43,4
416523,Female,34,1,Centro,4,Sí,30,2
416524,Male,32,1,Centro,4,No,308.94,17
416525,Male,61,1,Centro,2,Sí,254.89,13
416526,Female,67,1,Centro,2,Sí,284.82,16
416527,Male,45,1,Centro,2,Sí,192.32,10
416528,Desconocido,49,1,Noreste,4,Sí,248.7,13
416529,Male,36,1,Norte,4,Sí,369.89,14
416530,Female,66,1,Noreste,2,No,111.82,16
416531,Female,24,1,Centro,0,No,109.26,4
416532,Female,24,1,Suroeste,0,Sí,139.4,12
416533,Male,53,1,Centro,2,No,188.64,14
416534,Female,20,1,Norte,1,Sí,30,17
416535,Male,55,1,Suroeste,3,Sí,182.59,4
416536,Male,53,1,Centro,3,Sí,30,24
416537,Female,33,1,Suroeste,4,Sí,179.15,22
416538,Desconocido,Desconocido,1,Centro,4,No,256.1,13
416539,Female,28,1,Suroeste,0,Sí,30,20
416540,Male,35,1,Centro,3,Sí,243.55,23
416541,Male,38,1,Noreste,2,Sí,152.06,25
416542,Male,30,1,Suroeste,0,Sí,162.5,19
416543,Desconocido,62,1,Suroeste,4,Sí,219.54,18
416544,Female,77,1,Noreste,3,No,30,20
416545,Female,23,1,Norte,1,No,227.45,16
416546,Female,46,1,Noreste,3,Sí,146.25,23
416547,Female,58,1,Centro,2,No,307.69,6
416548,Desconocido,Desconocido,1,Norte,1,Sí,209.35,20
416549,Female,41,1,Centro,3,Sí,217.43,7
416550,Male,28,1,Centro,0,No,180.84,4
416551,Female,35,1,Norte,2,No,175.86,23
416552,Desconocido,Desconocido,1,Norte,1,No,219.62,23
416553,Male,59,1,Noreste,3,No,266.21,23
416554,Female,29,1,Centro,0,No,236.1,25
416555,Female,24,1,Suroeste,0,Sí,151.29,19
416556,Male,22,1,Suroeste,1,No,134.61,2
416557,Male,44,1,Suroeste,4,Sí,179.1,16
416558,Female,24,1,Suroeste,1,No,309.18,18
416559,Female,24,1,Centro,1,No,244.07,17
416560,Female,49,1,Centro,2,No,153.06,22
416561,Female,23,1,Suroeste,0,No,144.33,15
416562,Female,23,1,Norte,1,No,207.29,15
416563,Desconocido,Desconocido,1,Suroeste,1,No,164.45,10
416564,Female,21,1,Noreste,1,No,231.1,7
416565,Male,44,1,Norte,4,Sí,30,14
416566,Male,42,1,Noreste,3,No,193.46,7
416567,Female,27,1,Noreste,1,No,183.71,4
416568,Female,65,1,Centro,8,Sí,215.55,15
416569,Male,25,1,Centro,1,Sí,164.44,16
416570,Male,54,1,Norte,2,Sí,159.89,13
416571,Male,47,1,Norte,2,Sí,30,22
416572,Male,31,1,Norte,0,No,183.76,17
416573,Female,32,1,Suroeste,1,No,173.26,24
416574,Female,67,1,Suroeste,2,No,249.42,23
416575,Male,42,1,Centro,3,No,258.6,3
416576,Female,27,1,Suroeste,1,No,30,4
416577,Male,32,1,Centro,1,No,400.9,3
416578,Male,37,1,Noreste,3,Sí,198.43,8
416579,Desconocido,28,1,Noreste,1,No,212.95,6
416580,Male,23,1,Noreste,0,No,202.25,14
416581,Male,40,1,Centro,3,Sí,222.03,14
416582,Female,40,1,Norte,4,Sí,218.09,8
416583,Male,25,1,Noreste,1,No,390.08,20
416584,Male,48,1,Noreste,4,No,30,13
416585,Male,24,1,Noreste,1,No,159.98,19
416586,Male,47,1,Suroeste,3,Sí,164.03,23
416587,Male,52,1,Centro,7,Sí,325.1,17
416588,Male,37,1,Centro,2,Sí,162.32,7
416589,Male,25,1,Noreste,1,Sí,256.14,10
416590,Female,62,1,Centro,4,No,263.07,2
416591,Male,33,1,Suroeste,1,No,197.53,3
416592,Female,50,1,Centro,3,No,256.1,19
416593,Male,71,1,Centro,4,No,141.37,3
416594,Male,50,1,Centro,2,No,223.78,25
416595,Female,66,1,Centro,1,No,30,14
416596,Male,36,1,Noreste,3,No,30,10
416597,Desconocido,Desconocido,1,Centro,9+,Sí,434.34,13
416598,Male,26,1,Centro,0,No,169.04,18
416599,Female,22,1,Suroeste,1,No,170.78,24
416600,Female,23,1,Norte,0,Sí,301.52,13
416601,Desconocido,Desconocido,1,Suroeste,4,Sí,194.16,17
416602,Male,25,1,Centro,1,Sí,198.96,12
416603,Desconocido,24,1,Norte,1,No,202.76,15
416604,Female,26,1,Noreste,1,No,152.45,16
416605,Male,49,1,Centro,2,No,315.33,5
416606,Male,20,1,Norte,1,Sí,227.99,3
416607,Female,28,1,Noreste,1,No,279.37,23
416608,Female,66,1,Centro,4,No,300.98,3
416609,Female,22,1,Centro,1,No,290.94,14
416610,Female,26,1,Norte,0,No,169.27,16
416611,Female,31,1,Centro,3,Sí,294.21,9
416612,Female,39,1,Centro,1,Sí,325.16,23
416613,Desconocido,Desconocido,1,Centro,4,No,401.04,4
416614,Female,41,1,Centro,3,No,160.36,21
416615,Female,21,1,Noreste,1,Sí,211.8,9
416616,Female,67,1,Centro,3,No,365.89,20
416617,Male,43,1,Centro,2,No,30,4
416618,Female,25,1,Centro,1,No,358.86,15
416619,Male,38,1,Centro,4,Sí,272.14,22
416620,Desconocido,24,1,Centro,1,No,269.11,10
416621,Male,42,1,Centro,5,Sí,30,16
416622,Male,46,1,Centro,2,Sí,309.6,15
416623,Female,27,1,Centro,1,No,254.18,11
416624,Male,28,1,Centro,2,No,148.59,17
416625,Desconocido,Desconocido,1,Centro,1,No,215.56,13
416626,Female,24,1,Suroeste,0,No,158.51,19
416627,Female,51,1,Centro,3,Sí,217.12,25
416628,Male,54,1,Norte,2,No,30,25
416629,Female,47,1,Centro,3,Sí,332.39,16
416630,Desconocido,20,1,Norte,1,Sí,30,22
416631,Male,50,1,Noreste,4,Sí,222.22,15
416632,Female,31,1,Norte,1,No,201.28,23
416633,Desconocido,Desconocido,1,Suroeste,1,No,30,21
416634,Female,36,1,Suroeste,3,Sí,30,9
416635,Male,46,1,Suroeste,2,Sí,30,6
416636,Male,26,1,Centro,1,No,320.68,4
416637,Male,73,1,Centro,3,Sí,227.68,2
416638,Female,38,1,Centro,3,Sí,152.8,8
416639,Male,76,1,Noreste,4,No,184.12,12
416640,Male,61,1,Centro,2,No,219.64,5
416641,Male,39,1,Suroeste,2,Sí,174.72,10
416642,Female,41,1,Centro,3,Sí,190.31,8
